Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,CO2 emissions (kt),2024.184,2280.874,2464.224,2082.856,2016.85,2174.531,2552.232,2680.577,3072.946,3245.295,3744.007,4352.729,5643.513,5291.481,4345.395,4594.751,4950.45,5720.52,6494.257,7587.023,5170.47,7341.334,7308.331,7631.027,7825.378,7880.383,8056.399,7444.01,7326.666,8984.15,6050.0,4110.0,2240.0,2070.0,2140.0,1950.0,1970.0,1480.0,1800.0,2970.0,3170.0,3220.0,3750.0,4110.0,4290.0,4070.0,4050.0,4220.0,4170.0,4320.0,4580.0,5040.0,4580.0,4790.0,5220.0,5070.0,4930.0,5600.0,5560.0,-,-
Algeria,"Mortality rate, under-5 (per 1,000 live births)",241.1,241.2,241.7,242.6,243.5,244.5,245.2,245.2,244.2,242.0,238.5,233.6,227.5,220.2,212.1,203.1,193.8,184.0,173.8,162.8,150.0,135.3,119.2,102.8,87.3,74.5,65.0,58.4,53.9,51.0,49.1,47.7,46.6,45.5,44.4,43.3,42.3,41.4,40.7,40.2,39.7,38.9,37.8,36.5,35.1,33.6,32.1,30.7,29.5,28.4,27.4,26.7,26.2,25.8,25.5,25.2,24.8,24.3,23.8,23.3,22.7
Algeria,"Population, total",11057864.0,11336336.0,11619828.0,11912800.0,12221675.0,12550880.0,12902626.0,13275020.0,13663581.0,14061724.0,14464992.0,14872253.0,15285992.0,15709831.0,16149018.0,16607706.0,17085799.0,17582899.0,18102266.0,18647801.0,19221659.0,19824297.0,20452901.0,21101875.0,21763578.0,22431507.0,23102386.0,23774287.0,24443472.0,25106192.0,25758872.0,26400468.0,27028330.0,27635517.0,28213777.0,28757788.0,29266415.0,29742980.0,30192750.0,30623406.0,31042238.0,31451513.0,31855110.0,32264159.0,32692153.0,33149720.0,33641007.0,34166976.0,34730604.0,35333882.0,35977451.0,36661438.0,37383899.0,38140135.0,38923688.0,39728020.0,40551398.0,41389174.0,42228415.0,43053054.0,43851043.0
Algeria,CO2 emissions (kt),6160.56,6065.218,5669.182,5427.16,5650.847,6596.933,8430.433,8441.434,9061.157,11276.025,15075.037,18668.697,28349.577,38312.816,31906.567,32031.245,39170.894,41891.808,62529.684,45621.147,66519.38,46438.888,39269.903,52625.117,71103.13,72786.283,76277.267,84120.98,83948.631,80046.943,67890.0,66940.0,66160.0,73470.0,71550.0,73050.0,71410.0,72830.0,74540.0,77540.0,78590.0,74770.0,80410.0,83840.0,84890.0,88990.0,93750.0,100520.0,103990.0,112770.0,113140.0,118140.0,126640.0,129910.0,138810.0,145970.0,143350.0,145100.0,151670.0,-,-
Algeria,Renewable energy consumption (% of total final energy consumption),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.177228302572834,0.323692176020233,0.289771220945935,0.476341507213619,0.403959587292277,0.422480314895262,0.389526170918537,0.472147668762875,0.54407094201214,0.51001768957487,0.42739999294281,0.427700012922287,0.514800012111664,0.469099998474121,0.441799998283386,0.584699988365173,0.408699989318848,0.411399990320206,0.300599992275238,0.312400013208389,0.258100003004074,0.177300006151199,0.180399999022484,0.134100005030632,0.0687000006437302,0.0590000003576279,0.0802000015974045,0.14360000193119,0.193299993872643,-,-
Algeria,Forest area (% of land area),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.699908470278032,0.696213692510518,0.692518914743003,0.688824136975488,0.685129359207974,0.68143458144046,0.677739803672945,0.67404502590543,0.670350248137916,0.666655470370402,0.662960692602887,0.677193984230017,0.691427275857146,0.705660567484276,0.719893859111406,0.734127150738536,0.748360442365665,0.762593733992795,0.776827025619925,0.791060317247055,0.805293608874184,0.808484553309765,0.811675497745346,0.814866442180927,0.818057386616507,0.821247986241997,0.821247986241997,0.815789794104397,0.810331601966797,0.814110350369751,0.818308959706366
Algeria,"Annual freshwater withdrawals, total (% of internal resources)",-,-,-,-,-,-,-,-,-,-,-,-,19.5555555555556,-,-,-,-,24.0,-,-,-,-,28.4444444444444,-,-,-,-,34.6666666666667,-,-,-,-,41.5592727271111,-,-,-,-,46.879676768,-,-,-,-,53.7209427608889,-,-,-,-,61.5715824915556,-,-,-,-,69.3333333333333,-,-,-,-,87.1288888888889,-,-,-
American Samoa,"Mortality rate, under-5 (per 1,000 live births)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
American Samoa,Renewable energy consumption (% of total final energy consumption),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899699985980988,1.5463000535965,1.52069997787476,1.45869994163513,1.72140002250671,2.89809989929199,2.85660004615784,-,-
American Samoa,"Population, total",20127.0,20605.0,21246.0,22029.0,22850.0,23675.0,24473.0,25235.0,25980.0,26698.0,27362.0,27982.0,28564.0,29103.0,29595.0,30045.0,30455.0,30834.0,31262.0,31842.0,32648.0,33697.0,34969.0,36413.0,37946.0,39521.0,41114.0,42741.0,44346.0,45894.0,47351.0,48682.0,49900.0,51025.0,52099.0,53158.0,54209.0,55227.0,56180.0,57049.0,57816.0,58496.0,59077.0,59495.0,59684.0,59557.0,59109.0,58367.0,57490.0,56675.0,56084.0,55755.0,55669.0,55717.0,55791.0,55806.0,55739.0,55617.0,55461.0,55312.0,55197.0
American Samoa,CO2 emissions (kt),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
American Samoa,Forest area (% of land area),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.35,90.18,90.01,89.84,89.67,89.5,89.33,89.16,88.99,88.82,88.65,88.5,88.35,88.2,88.05,87.9,87.75,87.6,87.45,87.3,87.15,87.0,86.85,86.7,86.55,86.4,86.25,86.1,85.95,85.8,85.65
American Samoa,"Annual freshwater withdrawals, total (% of internal resources)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Andorra,"Mortality rate, under-5 (per 1,000 live births)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.8,19.6,18.4,17.2,16.1,15.1,14.2,13.3,12.4,11.7,11.0,10.4,9.7,9.2,8.6,8.2,7.7,7.3,6.9,6.5,6.1,5.8,5.4,5.1,4.8,4.5,4.2,4.0,3.8,3.5,3.3,3.2,3.0,2.8,2.7,2.5
Andorra,Renewable energy consumption (% of total final energy consumption),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.2735502072872,14.2735502072872,14.308754463874,13.9189545867614,14.56102441664,14.4810480827273,14.1000476048869,14.1940024550855,14.4586417232136,14.5498905446165,14.5081996917725,15.3882999420166,15.8297996520996,16.5153999328613,16.5666999816895,16.6079998016357,17.568000793457,16.5562992095947,17.0212001800537,17.1263008117676,18.6709003448486,18.5522003173828,18.7628993988037,19.141300201416,19.4200992584229,19.2777004241943,19.2558002471924,19.0631999969482,18.5060005187988,-,-
Andorra,CO2 emissions (kt),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,410.0,410.0,410.0,410.0,410.0,430.0,450.0,470.0,490.0,510.0,520.0,520.0,530.0,530.0,560.0,580.0,550.0,540.0,540.0,520.0,520.0,490.0,490.0,480.0,460.0,470.0,470.0,470.0,460.0,-,-
Andorra,Forest area (% of land area),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894
Andorra,"Population, total",13410.0,14378.0,15379.0,16407.0,17466.0,18542.0,19646.0,20760.0,21886.0,23053.0,24275.0,25571.0,26885.0,28232.0,29515.0,30705.0,31782.0,32769.0,33744.0,34825.0,36063.0,37498.0,39115.0,40854.0,42706.0,44593.0,46520.0,48459.0,50433.0,52452.0,54508.0,56666.0,58882.0,60974.0,62676.0,63860.0,64363.0,64318.0,64140.0,64368.0,65390.0,67344.0,70048.0,73180.0,76250.0,78871.0,80995.0,82682.0,83860.0,84461.0,84454.0,83748.0,82427.0,80770.0,79213.0,77993.0,77295.0,76997.0,77008.0,77146.0,77265.0
Andorra,"Annual freshwater withdrawals, total (% of internal resources)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Angola,"Annual freshwater withdrawals, total (% of internal resources)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.324324324324324,-,-,-,-,0.366008316013513,-,-,-,-,0.407692307702703,-,-,-,-,0.450351351351351,-,-,-,-,0.476824324324324,-,-,-,-,0.476824324324324,-,-,-,-,0.476824324324324,-,-,-
Angola,Renewable energy consumption (% of total final energy consumption),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.2552519216681,71.8886392044557,72.7232825172167,71.2770563190797,72.2202689083442,73.9458883392515,73.1396004507038,73.7344159506134,76.8197936265394,73.4107838285377,73.4411010742188,72.3373031616211,70.4209976196289,65.1404037475586,61.915699005127,68.378303527832,62.1273002624512,58.4916000366211,54.8820991516113,52.4138984680176,50.7648010253906,49.239200592041,49.4432983398438,47.9384994506836,48.2112998962402,47.815601348877,49.0080986022949,56.1805000305176,56.7854995727539,-,-
Angola,"Population, total",5454938.0,5531451.0,5608499.0,5679409.0,5734995.0,5770573.0,5781305.0,5774440.0,5771973.0,5803677.0,5890360.0,6041239.0,6248965.0,6497283.0,6761623.0,7023994.0,7279630.0,7533814.0,7790774.0,8058112.0,8341290.0,8640478.0,8952971.0,9278104.0,9614756.0,9961993.0,10320116.0,10689247.0,11068051.0,11454784.0,11848385.0,12248901.0,12657361.0,13075044.0,13503753.0,13945205.0,14400722.0,14871572.0,15359600.0,15866871.0,16395477.0,16945753.0,17519418.0,18121477.0,18758138.0,19433604.0,20149905.0,20905360.0,21695636.0,22514275.0,23356247.0,24220660.0,25107925.0,26015786.0,26941773.0,27884380.0,28842482.0,29816769.0,30809787.0,31825299.0,32866268.0
Angola,Forest area (% of land area),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.5780701050774,63.4534073955242,63.328744685971,63.2040819764177,63.0794192668645,62.9547565573113,62.8300938477581,62.7054311382049,62.5807684286516,62.4561057190984,62.3314430095452,61.8862188176787,61.4409946258121,60.9957704339456,60.5505462420791,60.1053220502126,59.660097858346,59.2148736664795,58.769649474613,58.3244252827465,57.8792010908799,57.4339760968958,56.9887511029117,56.5435261089276,56.0983011149435,55.6530761209593,55.2078447100345,54.7626293414615,54.3174059517125,53.8721745407877,53.4269511510388
Angola,"Mortality rate, under-5 (per 1,000 live births)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,237.3,234.6,232.1,229.9,227.9,226.0,224.6,223.8,223.3,222.9,222.8,222.6,222.7,222.7,222.5,221.7,220.0,217.4,213.8,209.6,204.4,198.4,191.5,183.8,175.1,166.1,156.4,147.0,137.7,128.7,120.4,112.5,105.1,98.5,92.9,88.1,84.1,80.6,77.3,74.2,71.5
